invoice_id,customer_id,subscription_id,plan_id,invoice_date,month,currency,amount,amount_eur,status
inv_000145,cus_00007,sub_00007,plan_scale,2024-09-05,2024-09,EUR,299,299,paid
inv_000146,cus_00007,sub_00007,plan_scale,2024-10-03,2024-10,EUR,299,299,paid
inv_000147,cus_00007,sub_00007,plan_scale,2024-11-01,2024-11,EUR,299,299,paid
inv_000148,cus_00007,sub_00007,plan_scale,2024-12-04,2024-12,EUR,299,299,paid
inv_000149,cus_00007,sub_00007,plan_scale,2025-01-04,2025-01,EUR,299,299,paid
inv_000150,cus_00007,sub_00007,plan_scale,2025-02-02,2025-02,EUR,299,299,paid
inv_000151,cus_00007,sub_00007,plan_scale,2025-03-01,2025-03,EUR,299,299,paid
inv_000152,cus_00007,sub_00007,plan_scale,2025-04-02,2025-04,EUR,299,299,paid
inv_000153,cus_00007,sub_00007,plan_scale,2025-05-01,2025-05,EUR,299,299,paid
inv_000154,cus_00007,sub_00007,plan_scale,2025-06-02,2025-06,EUR,299,299,paid
inv_000155,cus_00007,sub_00007,plan_scale,2025-07-04,2025-07,EUR,299,299,paid
inv_000156,cus_00007,sub_00007,plan_scale,2025-08-05,2025-08,EUR,299,299,paid
inv_000157,cus_00007,sub_00007,plan_scale,2025-09-04,2025-09,EUR,299,299,paid
inv_000158,cus_00007,sub_00007,plan_scale,2025-10-05,2025-10,EUR,299,299,paid
inv_000159,cus_00007,sub_00007,plan_scale,2025-11-04,2025-11,EUR,299,299,paid
inv_000160,cus_00007,sub_00007,plan_scale,2025-12-01,2025-12,EUR,299,299,paid
inv_000161,cus_00007,sub_00007,plan_scale,2026-01-02,2026-01,EUR,299,299,paid
inv_000162,cus_00007,sub_00007,plan_scale,2026-02-01,2026-02,EUR,299,299,paid
inv_000163,cus_00007,sub_00007,plan_scale,2026-03-02,2026-03,EUR,299,299,paid
inv_000164,cus_00007,sub_00007,plan_scale,2026-04-02,2026-04,EUR,299,299,paid
inv_000165,cus_00007,sub_00007,plan_scale,2026-05-02,2026-05,EUR,299,299,paid
inv_000166,cus_00007,sub_00007,plan_scale,2026-06-02,2026-06,EUR,299,299,paid
inv_000167,cus_00007,sub_00007,plan_scale,2026-07-05,2026-07,EUR,299,299,paid
inv_000168,cus_00007,sub_00007,plan_scale,2026-08-05,2026-08,EUR,299,299,paid
inv_000169,cus_00008,sub_00008,plan_growth,2024-09-01,2024-09,EUR,99,99,void
inv_000170,cus_00008,sub_00008,plan_growth,2024-10-05,2024-10,EUR,99,99,paid
inv_000171,cus_00008,sub_00008,plan_growth,2024-11-05,2024-11,EUR,99,99,paid
inv_000172,cus_00008,sub_00008,plan_growth,2024-12-03,2024-12,EUR,99,99,paid
inv_000173,cus_00008,sub_00008,plan_growth,2025-01-04,2025-01,EUR,99,99,paid
inv_000174,cus_00008,sub_00008,plan_growth,2025-02-02,2025-02,EUR,99,99,paid
inv_000175,cus_00008,sub_00008,plan_growth,2025-03-03,2025-03,EUR,99,99,paid
inv_000176,cus_00008,sub_00008,plan_growth,2025-04-01,2025-04,EUR,99,99,paid
inv_000177,cus_00008,sub_00008,plan_growth,2025-05-04,2025-05,EUR,99,99,paid
inv_000178,cus_00008,sub_00008,plan_growth,2025-06-01,2025-06,EUR,99,99,paid
inv_000179,cus_00008,sub_00008,plan_growth,2025-07-05,2025-07,EUR,99,99,paid
inv_000180,cus_00008,sub_00008,plan_growth,2025-08-05,2025-08,EUR,99,99,paid
inv_000181,cus_00008,sub_00008,plan_growth,2025-09-04,2025-09,EUR,99,99,paid
inv_000182,cus_00008,sub_00008,plan_growth,2025-10-04,2025-10,EUR,99,99,paid
inv_000183,cus_00008,sub_00008,plan_growth,2025-11-02,2025-11,EUR,99,99,paid
inv_000184,cus_00008,sub_00008,plan_growth,2025-12-01,2025-12,EUR,99,99,paid
inv_000185,cus_00008,sub_00008,plan_growth,2026-01-01,2026-01,EUR,99,99,paid
inv_000186,cus_00008,sub_00008,plan_growth,2026-02-03,2026-02,EUR,99,99,paid
inv_000187,cus_00008,sub_00008,plan_growth,2026-03-04,2026-03,EUR,149,149,paid
inv_000188,cus_00008,sub_00008,plan_growth,2026-04-03,2026-04,EUR,149,149,paid
inv_000189,cus_00008,sub_00008,plan_growth,2026-05-05,2026-05,EUR,149,149,paid
inv_000190,cus_00008,sub_00008,plan_growth,2026-06-03,2026-06,EUR,149,149,paid
inv_000191,cus_00008,sub_00008,plan_growth,2026-07-03,2026-07,EUR,149,149,paid
inv_000192,cus_00008,sub_00008,plan_growth,2026-08-03,2026-08,EUR,149,149,paid
inv_000193,cus_00009,sub_00009,plan_starter,2024-09-02,2024-09,EUR,29,29,paid
inv_000194,cus_00009,sub_00009,plan_starter,2024-10-05,2024-10,EUR,29,29,paid
inv_000195,cus_00009,sub_00009,plan_starter,2024-11-05,2024-11,EUR,29,29,paid
inv_000196,cus_00009,sub_00009,plan_starter,2024-12-04,2024-12,EUR,29,29,paid
inv_000197,cus_00009,sub_00009,plan_starter,2025-01-05,2025-01,EUR,29,29,paid
inv_000198,cus_00009,sub_00009,plan_starter,2025-02-02,2025-02,EUR,29,29,paid
inv_000199,cus_00009,sub_00009,plan_starter,2025-03-03,2025-03,EUR,29,29,paid
inv_000200,cus_00009,sub_00009,plan_starter,2025-04-02,2025-04,EUR,29,29,open
inv_000201,cus_00009,sub_00009,plan_starter,2025-05-04,2025-05,EUR,29,29,paid
inv_000202,cus_00009,sub_00009,plan_starter,2025-06-05,2025-06,EUR,29,29,paid
inv_000203,cus_00009,sub_00009,plan_starter,2025-07-02,2025-07,EUR,29,29,paid
inv_000204,cus_00009,sub_00009,plan_starter,2025-08-04,2025-08,EUR,29,29,paid
inv_000205,cus_00009,sub_00009,plan_starter,2025-09-03,2025-09,EUR,29,29,paid
inv_000206,cus_00009,sub_00009,plan_starter,2025-10-01,2025-10,EUR,29,29,paid
inv_000207,cus_00009,sub_00009,plan_starter,2025-11-02,2025-11,EUR,29,29,paid
inv_000208,cus_00009,sub_00009,plan_starter,2025-12-02,2025-12,EUR,29,29,open
inv_000209,cus_00009,sub_00009,plan_starter,2026-01-05,2026-01,EUR,29,29,paid
inv_000210,cus_00009,sub_00009,plan_starter,2026-02-04,2026-02,EUR,29,29,paid
inv_000211,cus_00009,sub_00009,plan_starter,2026-03-04,2026-03,EUR,29,29,paid
inv_000212,cus_00009,sub_00009,plan_starter,2026-04-03,2026-04,EUR,29,29,paid
inv_000213,cus_00009,sub_00009,plan_starter,2026-05-02,2026-05,EUR,29,29,paid
inv_000214,cus_00009,sub_00009,plan_starter,2026-06-04,2026-06,EUR,29,29,paid
inv_000215,cus_00009,sub_00009,plan_starter,2026-07-03,2026-07,EUR,29,29,paid
inv_000216,cus_00009,sub_00009,plan_starter,2026-08-02,2026-08,EUR,29,29,paid
inv_000217,cus_00010,sub_00010,plan_growth,2024-09-05,2024-09,EUR,99,99,paid
inv_000218,cus_00010,sub_00010,plan_growth,2024-10-04,2024-10,EUR,99,99,paid
inv_000219,cus_00010,sub_00010,plan_growth,2024-11-05,2024-11,EUR,99,99,paid
inv_000220,cus_00010,sub_00010,plan_growth,2024-12-03,2024-12,EUR,99,99,paid
inv_000221,cus_00010,sub_00010,plan_growth,2025-01-01,2025-01,EUR,99,99,paid
inv_000222,cus_00010,sub_00010,plan_growth,2025-02-04,2025-02,EUR,99,99,paid
inv_000223,cus_00010,sub_00010,plan_growth,2025-03-02,2025-03,EUR,99,99,paid
inv_000224,cus_00010,sub_00010,plan_growth,2025-04-04,2025-04,EUR,99,99,paid
inv_000225,cus_00010,sub_00010,plan_growth,2025-05-05,2025-05,EUR,99,99,paid
inv_000226,cus_00010,sub_00010,plan_growth,2025-06-04,2025-06,EUR,99,99,paid
inv_000227,cus_00010,sub_00010,plan_growth,2025-07-03,2025-07,EUR,99,99,open
inv_000228,cus_00010,sub_00010,plan_growth,2025-08-01,2025-08,EUR,99,99,paid
inv_000229,cus_00010,sub_00010,plan_growth,2025-09-03,2025-09,EUR,99,99,paid
inv_000230,cus_00010,sub_00010,plan_growth,2025-10-03,2025-10,EUR,99,99,paid
inv_000231,cus_00010,sub_00010,plan_growth,2025-11-04,2025-11,EUR,99,99,paid
inv_000232,cus_00010,sub_00010,plan_growth,2025-12-05,2025-12,EUR,99,99,paid
inv_000233,cus_00010,sub_00010,plan_growth,2026-01-03,2026-01,EUR,99,99,paid
inv_000234,cus_00010,sub_00010,plan_growth,2026-02-02,2026-02,EUR,99,99,paid
inv_000235,cus_00010,sub_00010,plan_growth,2026-03-01,2026-03,EUR,149,149,paid
inv_000236,cus_00010,sub_00010,plan_growth,2026-04-05,2026-04,EUR,149,149,paid
inv_000237,cus_00010,sub_00010,plan_growth,2026-05-02,2026-05,EUR,149,149,paid
inv_000238,cus_00010,sub_00010,plan_growth,2026-06-04,2026-06,EUR,149,149,paid
inv_000239,cus_00010,sub_00010,plan_growth,2026-07-03,2026-07,EUR,149,149,paid
inv_000240,cus_00010,sub_00010,plan_growth,2026-08-04,2026-08,EUR,149,149,paid
inv_000241,cus_00011,sub_00011,plan_growth,2024-09-04,2024-09,EUR,99,99,paid
inv_000242,cus_00011,sub_00011,plan_growth,2024-10-05,2024-10,EUR,99,99,paid
inv_000243,cus_00011,sub_00011,plan_growth,2024-11-01,2024-11,EUR,99,99,paid
inv_000244,cus_00011,sub_00011,plan_growth,2024-12-01,2024-12,EUR,99,99,paid
inv_000245,cus_00011,sub_00011,plan_growth,2025-01-03,2025-01,EUR,99,99,void
inv_000246,cus_00011,sub_00011,plan_growth,2025-02-01,2025-02,EUR,99,99,paid
inv_000247,cus_00011,sub_00011,plan_growth,2025-03-01,2025-03,EUR,99,99,paid
inv_000248,cus_00011,sub_00011,plan_growth,2025-04-05,2025-04,EUR,99,99,paid
inv_000249,cus_00011,sub_00011,plan_growth,2025-05-04,2025-05,EUR,99,99,paid
inv_000250,cus_00011,sub_00011,plan_growth,2025-06-01,2025-06,EUR,99,99,paid
inv_000251,cus_00011,sub_00011,plan_growth,2025-07-02,2025-07,EUR,99,99,paid
inv_000252,cus_00011,sub_00011,plan_growth,2025-08-05,2025-08,EUR,99,99,paid
inv_000253,cus_00011,sub_00011,plan_growth,2025-09-05,2025-09,EUR,99,99,paid
inv_000254,cus_00011,sub_00011,plan_growth,2025-10-02,2025-10,EUR,99,99,paid
inv_000255,cus_00011,sub_00011,plan_growth,2025-11-02,2025-11,EUR,99,99,paid
inv_000256,cus_00011,sub_00011,plan_growth,2025-12-05,2025-12,EUR,99,99,paid
inv_000257,cus_00011,sub_00011,plan_growth,2026-01-01,2026-01,EUR,99,99,paid
inv_000258,cus_00011,sub_00011,plan_growth,2026-02-04,2026-02,EUR,99,99,paid
inv_000259,cus_00011,sub_00011,plan_growth,2026-03-03,2026-03,EUR,149,149,paid
inv_000260,cus_00011,sub_00011,plan_growth,2026-04-02,2026-04,EUR,149,149,paid
inv_000261,cus_00011,sub_00011,plan_growth,2026-05-02,2026-05,EUR,149,149,paid
inv_000262,cus_00011,sub_00011,plan_growth,2026-06-04,2026-06,EUR,149,149,paid
inv_000263,cus_00011,sub_00011,plan_growth,2026-07-05,2026-07,EUR,149,149,paid
inv_000264,cus_00011,sub_00011,plan_growth,2026-08-05,2026-08,EUR,149,149,paid
inv_000265,cus_00012,sub_00012,plan_growth,2024-09-04,2024-09,EUR,99,99,paid
inv_000266,cus_00012,sub_00012,plan_growth,2024-10-04,2024-10,EUR,99,99,paid
inv_000267,cus_00012,sub_00012,plan_growth,2024-11-04,2024-11,EUR,99,99,paid
inv_000268,cus_00012,sub_00012,plan_growth,2024-12-01,2024-12,EUR,99,99,paid
inv_000269,cus_00012,sub_00012,plan_growth,2025-01-04,2025-01,EUR,99,99,paid
inv_000270,cus_00012,sub_00012,plan_growth,2025-02-02,2025-02,EUR,99,99,paid
inv_000271,cus_00012,sub_00012,plan_growth,2025-03-05,2025-03,EUR,99,99,open
inv_000272,cus_00012,sub_00012,plan_growth,2025-04-05,2025-04,EUR,99,99,paid
inv_000273,cus_00012,sub_00012,plan_growth,2025-05-01,2025-05,EUR,99,99,paid
inv_000274,cus_00012,sub_00012,plan_growth,2025-06-04,2025-06,EUR,99,99,paid
inv_000275,cus_00012,sub_00012,plan_growth,2025-07-02,2025-07,EUR,99,99,paid
inv_000276,cus_00012,sub_00012,plan_growth,2025-08-05,2025-08,EUR,99,99,paid
inv_000277,cus_00012,sub_00012,plan_growth,2025-09-01,2025-09,EUR,99,99,paid
inv_000278,cus_00012,sub_00012,plan_growth,2025-10-03,2025-10,EUR,99,99,paid
inv_000279,cus_00012,sub_00012,plan_growth,2025-11-02,2025-11,EUR,99,99,paid
inv_000280,cus_00012,sub_00012,plan_growth,2025-12-02,2025-12,EUR,99,99,paid
inv_000281,cus_00012,sub_00012,plan_growth,2026-01-03,2026-01,EUR,99,99,paid
inv_000282,cus_00012,sub_00012,plan_growth,2026-02-02,2026-02,EUR,99,99,paid
inv_000283,cus_00012,sub_00012,plan_growth,2026-03-03,2026-03,EUR,149,149,paid
inv_000284,cus_00012,sub_00012,plan_growth,2026-04-05,2026-04,EUR,149,149,paid
inv_000285,cus_00012,sub_00012,plan_growth,2026-05-04,2026-05,EUR,149,149,paid
inv_000286,cus_00012,sub_00012,plan_growth,2026-06-01,2026-06,EUR,149,149,paid
inv_000287,cus_00012,sub_00012,plan_growth,2026-07-04,2026-07,EUR,149,149,paid
inv_000288,cus_00012,sub_00012,plan_growth,2026-08-01,2026-08,EUR,149,149,paid
inv_000289,cus_00013,sub_00013,plan_growth,2024-09-02,2024-09,EUR,99,99,paid
inv_000290,cus_00013,sub_00013,plan_growth,2024-10-05,2024-10,EUR,99,99,paid
inv_000291,cus_00013,sub_00013,plan_growth,2024-11-04,2024-11,EUR,99,99,paid
inv_000292,cus_00013,sub_00013,plan_growth,2024-12-01,2024-12,EUR,99,99,paid
inv_000293,cus_00013,sub_00013,plan_growth,2025-01-05,2025-01,EUR,99,99,paid
