charge_id,invoice_id,customer_id,created_at,amount,currency,gateway,attempt,status,failure_code
ch_0000211,inv_000164,cus_00007,2026-04-02T04:47:00Z,299,EUR,stripe,1,succeeded,
ch_0000212,inv_000165,cus_00007,2026-05-02T07:47:00Z,299,EUR,stripe,1,failed,do_not_honor
ch_0000213,inv_000165,cus_00007,2026-05-07T17:47:00Z,299,EUR,stripe,2,failed,card_declined
ch_0000214,inv_000165,cus_00007,2026-05-10T16:48:00Z,299,EUR,stripe,3,succeeded,
ch_0000215,inv_000166,cus_00007,2026-06-02T13:08:00Z,299,EUR,stripe,1,succeeded,
ch_0000216,inv_000167,cus_00007,2026-07-05T00:39:00Z,299,EUR,mollie,1,succeeded,
ch_0000217,inv_000168,cus_00007,2026-08-05T20:59:00Z,299,EUR,adyen,1,succeeded,
ch_0000218,inv_000170,cus_00008,2024-10-05T08:09:00Z,99,EUR,adyen,1,succeeded,
ch_0000219,inv_000171,cus_00008,2024-11-05T07:14:00Z,99,EUR,adyen,1,succeeded,
ch_0000220,inv_000172,cus_00008,2024-12-03T23:01:00Z,99,EUR,stripe,1,succeeded,
ch_0000221,inv_000173,cus_00008,2025-01-04T23:30:00Z,99,EUR,mollie,1,succeeded,
ch_0000222,inv_000174,cus_00008,2025-02-02T17:43:00Z,99,EUR,stripe,1,succeeded,
ch_0000223,inv_000175,cus_00008,2025-03-03T19:25:00Z,99,EUR,stripe,1,succeeded,
ch_0000224,inv_000176,cus_00008,2025-04-01T13:47:00Z,99,EUR,stripe,1,succeeded,
ch_0000225,inv_000177,cus_00008,2025-05-04T00:08:00Z,99,EUR,stripe,1,succeeded,
ch_0000226,inv_000178,cus_00008,2025-06-01T10:40:00Z,99,EUR,stripe,1,succeeded,
ch_0000227,inv_000179,cus_00008,2025-07-05T05:57:00Z,99,EUR,stripe,1,succeeded,
ch_0000228,inv_000180,cus_00008,2025-08-05T17:03:00Z,99,EUR,adyen,1,succeeded,
ch_0000229,inv_000181,cus_00008,2025-09-04T21:53:00Z,99,EUR,stripe,1,failed,do_not_honor
ch_0000230,inv_000181,cus_00008,2025-09-11T23:30:00Z,99,EUR,stripe,2,succeeded,
ch_0000231,inv_000182,cus_00008,2025-10-04T18:17:00Z,99,EUR,mollie,1,succeeded,
ch_0000232,inv_000183,cus_00008,2025-11-02T18:04:00Z,99,EUR,stripe,1,succeeded,
ch_0000233,inv_000184,cus_00008,2025-12-01T17:21:00Z,99,EUR,stripe,1,succeeded,
ch_0000234,inv_000185,cus_00008,2026-01-01T19:48:00Z,99,EUR,mollie,1,succeeded,
ch_0000235,inv_000186,cus_00008,2026-02-03T08:33:00Z,99,EUR,stripe,1,succeeded,
ch_0000236,inv_000187,cus_00008,2026-03-04T19:47:00Z,149,EUR,adyen,1,succeeded,
ch_0000237,inv_000188,cus_00008,2026-04-03T15:14:00Z,149,EUR,adyen,1,succeeded,
ch_0000238,inv_000189,cus_00008,2026-05-05T18:20:00Z,149,EUR,mollie,1,succeeded,
ch_0000239,inv_000190,cus_00008,2026-06-03T10:54:00Z,149,EUR,adyen,1,succeeded,
ch_0000240,inv_000191,cus_00008,2026-07-03T22:10:00Z,149,EUR,stripe,1,succeeded,
ch_0000241,inv_000192,cus_00008,2026-08-03T11:42:00Z,149,EUR,mollie,1,succeeded,
ch_0000242,inv_000193,cus_00009,2024-09-02T11:28:00Z,29,EUR,adyen,1,succeeded,
ch_0000243,inv_000194,cus_00009,2024-10-05T14:46:00Z,29,EUR,mollie,1,succeeded,
ch_0000244,inv_000195,cus_00009,2024-11-05T20:11:00Z,29,EUR,stripe,1,succeeded,
ch_0000245,inv_000196,cus_00009,2024-12-04T00:08:00Z,29,EUR,stripe,1,succeeded,
ch_0000246,inv_000197,cus_00009,2025-01-05T17:55:00Z,29,EUR,adyen,1,succeeded,
ch_0000247,inv_000198,cus_00009,2025-02-02T18:02:00Z,29,EUR,stripe,1,succeeded,
ch_0000248,inv_000199,cus_00009,2025-03-03T02:02:00Z,29,EUR,mollie,1,succeeded,
ch_0000249,inv_000200,cus_00009,2025-04-02T16:45:00Z,29,EUR,adyen,1,failed,insufficient_funds
ch_0000250,inv_000200,cus_00009,2025-04-09T02:20:00Z,29,EUR,adyen,2,failed,insufficient_funds
ch_0000251,inv_000200,cus_00009,2025-04-16T11:22:00Z,29,EUR,adyen,3,failed,insufficient_funds
ch_0000252,inv_000200,cus_00009,2025-04-21T19:41:00Z,29,EUR,adyen,4,failed,card_declined
ch_0000253,inv_000201,cus_00009,2025-05-04T13:44:00Z,29,EUR,adyen,1,succeeded,
ch_0000254,inv_000202,cus_00009,2025-06-05T08:28:00Z,29,EUR,adyen,1,succeeded,
ch_0000255,inv_000203,cus_00009,2025-07-02T06:45:00Z,29,EUR,stripe,1,succeeded,
ch_0000256,inv_000204,cus_00009,2025-08-04T03:58:00Z,29,EUR,stripe,1,succeeded,
ch_0000257,inv_000205,cus_00009,2025-09-03T15:32:00Z,29,EUR,stripe,1,succeeded,
ch_0000258,inv_000206,cus_00009,2025-10-01T00:01:00Z,29,EUR,stripe,1,succeeded,
ch_0000259,inv_000207,cus_00009,2025-11-02T23:21:00Z,29,EUR,stripe,1,succeeded,
ch_0000260,inv_000208,cus_00009,2025-12-02T23:10:00Z,29,EUR,stripe,1,failed,card_declined
ch_0000261,inv_000208,cus_00009,2025-12-07T03:15:00Z,29,EUR,stripe,2,failed,card_declined
